,Category,Model,Model Year,Manufacturer,Fuel,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count
410,Pickup,Super Duty F-250 2WD/4WD,2021,Ford,CNG - Bi-fuel,16.33,22.67,18.67,Automatic,SI,7.3L,8.0
411,Pickup,Super Duty F-250 2WD/4WD,2021,Ford,Biodiesel (B20),16.33,22.67,18.67,Automatic,CI,6.7L,8.0
412,Pickup,Super Duty F-250 2WD/4WD,2021,Ford,CNG - Compressed Natural Gas,16.33,22.67,18.67,Automatic,SI,7.3L,8.0
413,Pickup,Super Duty F-250 2WD/4WD,2021,Ford,Propane - Bi-fuel,16.33,22.67,18.67,Automatic,SI,7.3L,8.0
414,Pickup,Super Duty F-250 2WD/4WD,2021,Ford,Propane,16.33,22.67,18.67,Automatic,SI,7.3L,8.0
706,Pickup,"Super Duty F250, F350, F450",2022,Ford,Biodiesel (B20),25.9,30.09,27.26,unknown,unknown,unknown,5.45
705,Pickup,"Super Duty F250, F350, F450",2022,Ford,CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas|Propane|Propane - Bi-fuel,25.9,30.09,27.26,unknown,unknown,unknown,5.45
707,Pickup,"Super Duty F250, F350, F450",2022,Ford,Hybrid Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
708,Pickup,"Super Duty F250, F350, F450",2022,Ford,Plug-in Hybrid Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
836,Tractor,T Series terminal,2022,Orange EV,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
786,Vocational/Cab Chassis,T180/T280,2022,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
787,Tractor,T680,2022,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
788,Tractor,T680E,2022,Kenworth,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
790,Vocational/Cab Chassis,T880,2022,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
789,Tractor,T880,2022,Kenworth,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
300,Pickup,TUNDRA 2WD,2022,Toyota,Hybrid Electric,20.0,24.0,22.0,Automatic,SI,3.4L,6.0
301,Pickup,TUNDRA 4WD,2022,Toyota,Hybrid Electric,19.0,22.0,20.0,Automatic,SI,3.4L,6.0
302,Pickup,TUNDRA 4WD PRO,2022,Toyota,Hybrid Electric,18.0,20.0,19.0,Automatic,SI,3.4L,6.0
384,SUV,Tahoe 2WD,2021,Chevrolet,Biodiesel (B20),21.0,28.0,24.0,Automatic,CI,3.0L,6.0
83,SUV,Tahoe 2WD,2022,Chevrolet,Biodiesel (B20),21.0,28.0,24.0,Automatic,CI,3.0L,6.0
385,SUV,Tahoe 4WD,2021,Chevrolet,Biodiesel (B20),20.0,26.0,22.0,Automatic,CI,3.0L,6.0
84,SUV,Tahoe 4WD,2022,Chevrolet,Biodiesel (B20),20.0,26.0,22.0,Automatic,CI,3.0L,6.0
252,Sedan/Wagon,Taycan 4 Cross Turismo,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,175 and 320 kW electric motors,7.33
253,Sedan/Wagon,Taycan 4S Cross Turismo,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,175 and 320 kW electric motors,7.33
541,Sedan/Wagon,Taycan 4S Perf Battery,2021,Porsche,Electric,18.0,23.33,20.0,Automatic,e-motor,194 and 280 kW electric motors,7.33
254,Sedan/Wagon,Taycan 4S Perf Battery,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,150 and 270 kW electric motors,7.33
255,Sedan/Wagon,Taycan 4S Perf Battery Plus,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,175 and 320 kW electric motors,7.33
542,Sedan/Wagon,Taycan 4S Perf Battery Plus,2021,Porsche,Electric,18.0,23.33,20.0,Automatic,e-motor,210 and 250 kW electric motors,7.33
543,Sedan/Wagon,Taycan Perf Battery,2021,Porsche,Electric,18.0,23.33,20.0,Automatic,e-motor,240 kW electric motor,7.33
256,Sedan/Wagon,Taycan Perf Battery,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,240 kW electric motor,7.33
257,Sedan/Wagon,Taycan Perf Battery Plus,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,280 kW electric motor,7.33
544,Sedan/Wagon,Taycan Perf Battery Plus,2021,Porsche,Electric,18.0,23.33,20.0,Automatic,e-motor,280 kW electric motor,7.33
545,Sedan/Wagon,Taycan Turbo,2021,Porsche,Electric,18.0,23.33,20.0,Automatic,e-motor,unknown,7.33
258,Sedan/Wagon,Taycan Turbo,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,170 and 335 kW electric motors,7.33
259,Sedan/Wagon,Taycan Turbo Cross Turismo,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,175 and 355 kW electric motors,7.33
546,Sedan/Wagon,Taycan Turbo S,2021,Porsche,Electric,18.0,23.33,20.0,Automatic,e-motor,unknown,7.33
260,Sedan/Wagon,Taycan Turbo S,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,190 and 335 kW electric motors,7.33
261,Sedan/Wagon,Taycan Turbo S Cross Turismo,2022,Porsche,Electric,18.67,23.33,20.33,Automatic,e-motor,175 and 355 kW electric motors,7.33
802,Vocational/Cab Chassis,TerraPro Cab Over,2022,Mack,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
803,Refuse,TerraPro Cab Over,2022,Mack,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
711,Van,Transit 250/350 Cargo Van,2022,Ford,Hybrid Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
710,Van,Transit 250/350 Cargo Van,2022,Ford,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
709,Van,Transit 250/350 Cargo Van,2022,Ford,Ethanol (E85),25.9,30.09,27.26,unknown,unknown,unknown,5.45
713,Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,2022,Ford,Ethanol (E85),25.9,30.09,27.26,unknown,unknown,unknown,5.45
714,Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,2022,Ford,Hybrid Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
712,Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,2022,Ford,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
716,Vocational/Cab Chassis,"Transit CC-CA 250, 350",2022,Ford,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
715,Vocational/Cab Chassis,"Transit CC-CA 250, 350",2022,Ford,Hybrid Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
415,Van,Transit Connect Van FFV,2021,Ford,Ethanol (E85),24.0,27.0,25.0,Automatic,SI,2.0L,4.0
116,Van,Transit Connect Van FFV,2022,Ford,Ethanol (E85),24.0,27.0,25.0,Automatic,SI,2.0L,4.0
416,Van,Transit Connect Van/Wagon,2021,Ford,Propane - Bi-fuel,23.67,30.67,26.33,Automatic,SI,2.5L,4.0
418,Van,Transit Connect Van/Wagon,2021,Ford,CNG - Bi-fuel,23.67,30.67,26.33,Automatic,SI,2.5L,4.0
419,Van,Transit Connect Van/Wagon,2021,Ford,Propane,23.67,30.67,26.33,Automatic,SI,2.5L,4.0
417,Van,Transit Connect Van/Wagon,2021,Ford,CNG - Compressed Natural Gas,23.67,30.67,26.33,Automatic,SI,2.5L,4.0
420,Passenger Van/Shuttle Bus,Transit Connect Wagon LWB FFV,2021,Ford,Ethanol (E85),24.0,29.0,26.0,Automatic,SI,2.0L,4.0
117,Passenger Van/Shuttle Bus,Transit Connect Wagon LWB FFV,2022,Ford,Ethanol (E85),24.0,28.0,26.0,Automatic,SI,2.0L,4.0
717,Vocational/Cab Chassis,Transit Cutaway/Chassis Cab,2022,Ford,Ethanol (E85),25.9,30.09,27.26,unknown,unknown,unknown,5.45
421,Passenger Van/Shuttle Bus,Transit T150 Passenger Van 2WD FFV,2021,Ford,Ethanol (E85),14.0,18.0,16.0,Automatic,SI,3.5L,7.33
118,Van,Transit T150 Passenger Van 2WD FFV,2022,Ford,Ethanol (E85),15.0,19.0,17.0,Automatic,SI,3.5L,8.0
422,Passenger Van/Shuttle Bus,Transit T150 Passenger Van 4WD FFV,2021,Ford,Ethanol (E85),15.0,19.0,16.0,Automatic,SI,3.5L,7.33
119,Van,Transit T150 Passenger Van 4WD FFV,2022,Ford,Ethanol (E85),14.0,18.0,16.0,Automatic,SI,3.5L,8.0
867,Passenger Van/Shuttle Bus,Transit-Liner C2,2022,Thomas Built,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
868,Passenger Van/Shuttle Bus,Transit-Liner HDX,2022,Thomas Built,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
732,Transit Bus,Trolley,2022,Gillig,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
731,Transit Bus,Trolley,2022,Gillig,Diesel/Hybrid Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
153,Sedan/Wagon,Tucson Hybrid,2022,Hyundai,Hybrid Electric,37.0,36.0,37.0,Automatic,SI,1.6L,4.0
154,Sedan/Wagon,Tucson Hybrid Blue,2022,Hyundai,Hybrid Electric,38.0,38.0,38.0,Automatic,SI,1.6L,4.0
155,SUV,Tucson Plug-in Hybrid,2022,Hyundai,Plug-in Hybrid Electric,35.0,35.0,35.0,Automatic,SI,1.6L,4.0
651,School Bus,Type A Electric School Bus (DE516),2022,Collins Bus Corp.,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
652,School Bus,Type A Electric School Bus (DE516WF),2022,Collins Bus Corp.,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
198,Sedan/Wagon,UX 250h,2022,Lexus,Hybrid Electric,43.0,41.0,42.0,Automatic,SI,2.0L,4.0
488,Sedan/Wagon,UX 250h,2021,Lexus,Hybrid Electric,43.0,41.0,42.0,Automatic,SI,2.0L,4.0
489,Sedan/Wagon,UX 250h AWD,2021,Lexus,Hybrid Electric,41.0,38.0,39.0,Automatic,SI,2.0L,4.0
199,Sedan/Wagon,UX 250h AWD,2022,Lexus,Hybrid Electric,41.0,38.0,39.0,Automatic,SI,2.0L,4.0
773,Transit Bus,Urban,2022,Hometown Manufacturing,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
774,Transit Bus,Urban,2022,Hometown Manufacturing,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
590,SUV,V60 AWD,2021,Volvo,Plug-in Hybrid Electric,28.0,33.0,30.0,Automatic,SI,2.0L,4.0
313,Sedan/Wagon,V60 T8 AWD Recharge,2022,Volvo,Plug-in Hybrid Electric,28.0,33.0,30.0,Automatic,SI,2.0L,4.0
314,Sedan/Wagon,V60 T8 AWD Recharge ext. Range,2022,Volvo,Plug-in Hybrid Electric,30.0,33.0,31.0,Automatic,SI,2.0L,4.0
880,Tractor,VNR Electric - Class 8,2022,Volvo,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
303,SUV,Venza AWD,2022,Toyota,Hybrid Electric,40.0,37.0,39.0,Automatic,SI,2.5L,4.0
582,SUV,Venza AWD,2021,Toyota,Hybrid Electric,40.0,37.0,39.0,Automatic,SI,2.5L,4.0
776,Transit Bus,View,2022,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,25.9,30.09,27.26,unknown,unknown,unknown,5.45
775,Transit Bus,View,2022,Hometown Manufacturing,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
778,Passenger Van/Shuttle Bus,Villager,2022,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,25.9,30.09,27.26,unknown,unknown,unknown,5.45
777,Passenger Van/Shuttle Bus,Villager,2022,Hometown Manufacturing,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
617,School Bus,Vision - Class 7,2022,Blue Bird,Propane,25.9,30.09,27.26,Automatic,unknown,unknown,5.45
618,Passenger Van/Shuttle Bus,Vision Activity,2022,Blue Bird,Propane|CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
619,School Bus,Vision Electric,2022,Blue Bird,Electric,25.9,30.09,27.26,Automatic,unknown,unknown,5.45
620,Passenger Van/Shuttle Bus,Vision Electric Activity,2022,Blue Bird,Electric,25.9,30.09,27.26,Automatic,unknown,unknown,5.45
160,SUV,Wagoneer 4x2,2022,Jeep,Hybrid Electric,16.0,22.0,18.0,Automatic,SI,5.7L,8.0
161,SUV,Wagoneer 4x4,2022,Jeep,Hybrid Electric,15.0,20.0,17.0,Automatic,SI,5.7L,8.0
458,SUV,Wrangler 2dr 4x4,2021,Jeep,Hybrid Electric,20.0,24.0,21.0,Automatic,SI,3.6L,6.0
162,SUV,Wrangler 2dr 4x4,2022,Jeep,Hybrid Electric,20.0,24.0,21.0,Automatic,SI,3.6L,6.0
459,SUV,Wrangler 4dr 4x4,2021,Jeep,Hybrid Electric,19.0,24.0,21.0,Automatic,SI,3.6L,6.0
163,SUV,Wrangler 4dr 4x4,2022,Jeep,Hybrid Electric,19.0,24.0,21.0,Automatic,SI,3.6L,6.0
460,SUV,Wrangler 4dr 4xe,2021,Jeep,Plug-in Hybrid Electric,20.0,20.0,20.0,Automatic,SI,2.0L,4.0
164,SUV,Wrangler 4dr 4xe,2022,Jeep,Plug-in Hybrid Electric,20.0,20.0,20.0,Automatic,SI,2.0L,4.0
60,SUV,X3 M40i,2022,BMW,Hybrid Electric,21.0,26.0,23.0,Automatic,SI,3.0L,6.0
365,SUV,X3 xDrive30e,2021,BMW,Plug-in Hybrid Electric,21.0,27.0,24.0,Automatic,SI,2.0L,4.0
61,SUV,X4 M40i,2022,BMW,Hybrid Electric,21.0,26.0,23.0,Automatic,SI,3.0L,6.0
62,SUV,X5 sDrive40i,2022,BMW,Hybrid Electric,21.0,26.0,23.0,Automatic,SI,3.0L,6.0
366,SUV,X5 sDrive40i 2WD,2021,BMW,Hybrid Electric,21.0,26.0,23.0,Automatic,SI,3.0L,6.0
367,SUV,X5 sDrive40i 4WD,2021,BMW,Hybrid Electric,21.0,25.0,23.0,Automatic,SI,3.0L,6.0
63,SUV,X5 xDrive40i,2022,BMW,Hybrid Electric,21.0,25.0,23.0,Automatic,SI,3.0L,6.0
64,SUV,X5 xDrive45e,2022,BMW,Plug-in Hybrid Electric,19.0,22.0,20.0,Automatic,SI,3.0L,6.0
368,SUV,X5 xDrive45e,2021,BMW,Plug-in Hybrid Electric,19.0,22.0,20.0,Automatic,SI,3.0L,6.0
369,SUV,X6 sDrive40i 2WD,2021,BMW,Hybrid Electric,21.0,26.0,23.0,Automatic,SI,3.0L,6.0
370,SUV,X6 sDrive40i 4WD,2021,BMW,Hybrid Electric,21.0,25.0,23.0,Automatic,SI,3.0L,6.0
65,SUV,X6 xDrive40i,2022,BMW,Hybrid Electric,21.0,25.0,23.0,Automatic,SI,3.0L,6.0
371,SUV,X7 sDrive40i 4WD,2021,BMW,Hybrid Electric,19.0,24.0,21.0,Automatic,SI,3.0L,6.0
66,SUV,X7 xDrive40i,2022,BMW,Hybrid Electric,19.0,24.0,21.0,Automatic,SI,3.0L,6.0
591,SUV,XC40 Recharge,2021,Volvo,Electric,18.0,23.33,20.0,Automatic,unknown,unknown,7.33
315,SUV,XC40 Recharge Twin,2022,Volvo,Electric,18.67,23.33,20.33,Automatic,e-motor,150kW electric motor,7.33
592,SUV,XC60 AWD,2021,Volvo,Plug-in Hybrid Electric,26.0,28.0,27.0,Automatic,SI,2.0L,4.0
316,SUV,XC60 T8 AWD Recharge,2022,Volvo,Plug-in Hybrid Electric,24.0,27.0,25.0,Automatic,SI,2.0L,4.0
317,SUV,XC60 T8 AWD Recharge ext. Range,2022,Volvo,Plug-in Hybrid Electric,28.0,28.0,28.0,Automatic,SI,2.0L,4.0
593,SUV,XC90 AWD,2021,Volvo,Plug-in Hybrid Electric,26.0,28.0,27.0,Automatic,SI,2.0L,4.0
318,SUV,XC90 T8 AWD Recharge,2022,Volvo,Plug-in Hybrid Electric,26.0,28.0,27.0,Automatic,SI,2.0L,4.0
319,SUV,XC90 T8 AWD Recharge ext. Range,2022,Volvo,Plug-in Hybrid Electric,25.0,27.0,26.0,Automatic,SI,2.0L,4.0
674,Transit Bus,XHF 29',2022,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
675,Transit Bus,XHF 33',2022,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
676,Transit Bus,XHF 35',2022,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
677,Transit Bus,XHF 40',2022,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
763,TractorVocational/Cab Chassis,XL7 Conventional,2022,Hino,Biodiesel (B20),25.9,30.09,27.26,unknown,unknown,unknown,5.45
764,TractorVocational/Cab Chassis,XL8 Conventional,2022,Hino,Biodiesel (B20),25.9,30.09,27.26,unknown,unknown,unknown,5.45
815,Transit Bus,Xcelsior 35',2022,New Flyer,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
816,Transit Bus,Xcelsior 35',2022,New Flyer,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
817,Transit Bus,Xcelsior 40',2022,New Flyer,Diesel/Hybrid Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
818,Transit Bus,Xcelsior 40',2022,New Flyer,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
819,Transit Bus,Xcelsior 60',2022,New Flyer,Diesel/Hybrid Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
820,Transit Bus,Xcelsior 60',2022,New Flyer,CNG - Compressed Natural Gas,25.9,30.09,27.26,unknown,unknown,unknown,5.45
821,Transit Bus,Xcelsior CHARGE 35',2022,New Flyer,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
822,Transit Bus,Xcelsior CHARGE 40',2022,New Flyer,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
823,Transit Bus,Xcelsior CHARGE 60',2022,New Flyer,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
824,Transit Bus,Xcelsior CHARGE H2 40',2022,New Flyer,Hydrogen Fuel Cell,25.9,30.09,27.26,unknown,unknown,unknown,5.45
825,Transit Bus,Xcelsior CHARGE H2 60',2022,New Flyer,Hydrogen Fuel Cell,25.9,30.09,27.26,unknown,unknown,unknown,5.45
128,SUV,Yukon 2WD,2022,GMC,Biodiesel (B20),21.0,27.0,23.0,Automatic,CI,3.0L,6.0
430,SUV,Yukon 2WD,2021,GMC,Biodiesel (B20),21.0,27.0,23.0,Automatic,CI,3.0L,6.0
129,SUV,Yukon 4WD,2022,GMC,Biodiesel (B20),20.0,26.0,22.0,Automatic,CI,3.0L,6.0
431,SUV,Yukon 4WD,2021,GMC,Biodiesel (B20),20.0,26.0,22.0,Automatic,CI,3.0L,6.0
130,SUV,Yukon XL 2WD,2022,GMC,Biodiesel (B20),21.0,27.0,23.0,Automatic,CI,3.0L,6.0
432,SUV,Yukon XL 2WD,2021,GMC,Biodiesel (B20),21.0,27.0,23.0,Automatic,CI,3.0L,6.0
131,SUV,Yukon XL 4WD,2022,GMC,Biodiesel (B20),20.0,26.0,22.0,Automatic,CI,3.0L,6.0
433,SUV,Yukon XL 4WD,2021,GMC,Biodiesel (B20),20.0,26.0,22.0,Automatic,CI,3.0L,6.0
848,Transit Bus,ZX5 35-Foot Bus - Class 8,2022,Proterra,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
850,Transit Bus,ZX5 40-Foot Bus - Class 8,2022,Proterra,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
849,Transit Bus,ZX5+ 35-Foot Bus - Class 8,2022,Proterra,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
851,Transit Bus,ZX5+ 40-Foot Bus - Class 8,2022,Proterra,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
852,Transit Bus,ZX5MAX 40-Foot Bus - Class 8,2022,Proterra,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
738,Van,Zevo 600,2022,GM BrightDrop,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
336,SUV,e-tron,2021,Audi,Electric,18.0,23.33,20.0,Automatic,e-motor,141 kW and 172 kW electric motor,7.33
16,Sedan/Wagon,e-tron GT,2022,Audi,Electric,18.67,23.33,20.33,Automatic,e-motor,175 kW electric motor,7.33
18,SUV,"e-tron S (20"" wheels)",2022,Audi,Electric,18.67,23.33,20.33,Automatic,e-motor,138kW electric motor,7.33
19,SUV,"e-tron S (21"" or 22"" wheels)",2022,Audi,Electric,18.67,23.33,20.33,Automatic,e-motor,138kW electric motor,7.33
21,SUV,"e-tron S Sportback (20"" wheels)",2022,Audi,Electric,18.67,23.33,20.33,Automatic,e-motor,138kW electric motor,7.33
22,SUV,"e-tron S Sportback (21"" or 22"" wheels)",2022,Audi,Electric,18.67,23.33,20.33,Automatic,e-motor,157kW electric motor,7.33
337,SUV,e-tron Sportback,2021,Audi,Electric,18.0,23.33,20.0,Automatic,e-motor,141 kW and 172 kW electric motor,7.33
20,SUV,e-tron Sportback quattro,2022,Audi,Electric,18.67,23.33,20.33,Automatic,e-motor,141 kW and 172 kW electric motor,7.33
17,SUV,e-tron quattro,2022,Audi,Electric,18.67,23.33,20.33,Automatic,e-motor,141 kW and 172 kW electric motor,7.33
648,Transit Bus,e.COBUS 2700,2022,COBUS Industries,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
649,Transit Bus,e.COBUS 2700S,2022,COBUS Industries,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
650,Transit Bus,e.COBUS 3000,2022,COBUS Industries,Electric,25.9,30.09,27.26,unknown,unknown,unknown,5.45
725,Vocational/Cab Chassis,eCanter,2022,FUSO,Electric,25.9,30.09,27.26,Automatic,unknown,unknown,5.45
781,Vocational/Cab Chassis,eMV,2022,International,Electric,25.9,30.09,27.26,Automatic,unknown,unknown,5.45
357,Sedan/Wagon,i3,2021,BMW,Electric,18.0,23.33,20.0,Automatic,e-motor,125 kW electric motor,7.33
360,Sedan/Wagon,i3 with Range Extender,2021,BMW,Plug-in Hybrid Electric,30.0,31.0,31.0,Automatic,SI,125 kW,7.33
358,Sedan/Wagon,i3s,2021,BMW,Electric,18.0,23.33,20.0,Automatic,e-motor,135 kW electric motor,7.33
359,Sedan/Wagon,i3s with Range Extender,2021,BMW,Plug-in Hybrid Electric,30.0,31.0,31.0,Automatic,SI,135 kW,7.33
48,Sedan/Wagon,"i4 M50 Gran Coupe (19"" Wheels) ",2022,BMW,Electric,18.67,23.33,20.33,Automatic,e-motor,190 and 230 kW electric motors,7.33
49,Sedan/Wagon,"i4 M50 Gran Coupe (20"" Wheels) ",2022,BMW,Electric,18.67,23.33,20.33,Automatic,e-motor,190 and 230 kW electric motors,7.33
46,Sedan/Wagon,"i4 eDrive40 Gran Coupe (18"" Wheels) ",2022,BMW,Electric,18.67,23.33,20.33,Automatic,e-motor,250 kW electric motor,7.33
47,Sedan/Wagon,"i4 eDrive40 Gran Coupe (19"" Wheels) ",2022,BMW,Electric,18.67,23.33,20.33,Automatic,e-motor,250 kW electric motor,7.33
50,SUV,"iX xDrive50 (20"" Wheels) ",2022,BMW,Electric,18.67,23.33,20.33,Automatic,e-motor,190 and 230 kW electric motors,7.33
51,SUV,"iX xDrive50 (21"" Wheels) ",2022,BMW,Electric,18.67,23.33,20.33,Automatic,e-motor,190 and 230 kW electric motors,7.33
52,SUV,"iX xDrive50 (22"" Wheels) ",2022,BMW,Electric,18.67,23.33,20.33,Automatic,e-motor,190 and 230 kW electric motors,7.33
