,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,shortwave_radiation_sum
459,2023-04-05 05:00:00,13.3725,9.1225,11.395416,11.082088,6.155308,9.1691885,0.4,6.54
460,2023-04-06 05:00:00,26.2725,10.4225,16.507917,25.183365,9.71755,16.173717,3.2999997,16.41
461,2023-04-07 05:00:00,13.7225,5.5725,10.630833,9.550814,-0.35825062,5.7826056,0.0,8.72
462,2023-04-08 05:00:00,10.1725,1.5225,5.812084,8.361436,-2.4365702,2.0051954,0.0,20.94
463,2023-04-09 05:00:00,11.5225,0.9725,6.1329174,9.808567,-2.4781873,2.5849025,0.0,23.91
464,2023-04-10 05:00:00,17.6225,1.9725001,9.093333,15.735636,-1.0387974,6.1568456,0.0,24.35
465,2023-04-11 05:00:00,22.7725,6.2225,14.9225,18.204012,2.1846576,10.528775,0.0,23.21
466,2023-04-12 05:00:00,27.2725,15.3225,20.207912,24.09916,10.249471,16.824348,0.0,21.36
467,2023-04-13 05:00:00,30.8725,11.7225,21.976664,29.05981,9.613766,19.75707,0.0,24.13
468,2023-04-14 05:00:00,29.3725,13.6225,21.774582,29.156715,10.957157,20.108326,0.0,23.37
469,2023-04-15 05:00:00,20.7225,13.5725,17.182917,21.307835,13.775974,17.173594,5.0,16.3
470,2023-04-16 05:00:00,20.7225,11.9225,15.470416,21.572515,10.58835,15.139749,0.0,15.83
471,2023-04-17 05:00:00,19.822498,11.3725,14.234998,18.045546,6.9528036,11.8556185,3.1,14.07
472,2023-04-18 05:00:00,14.2225,6.5225,10.789166,8.303735,1.5807786,5.2494893,0.1,19.14
473,2023-04-19 05:00:00,17.2725,4.0725,10.197501,13.177982,0.789793,6.3039355,0.0,22.28
474,2023-04-20 05:00:00,15.6725,5.5725,10.30375,14.891819,2.4930887,7.708999,0.0,23.66
475,2023-04-21 05:00:00,18.822498,7.9224997,12.926665,17.002954,6.112321,10.787205,0.0,24.8
476,2023-04-22 05:00:00,19.5225,9.6725,14.180833,18.91413,7.6383266,12.228191,18.2,20.13
477,2023-04-23 05:00:00,18.9725,9.8225,14.239165,16.600683,6.2941723,12.093825,15.900002,15.62
478,2023-04-24 05:00:00,15.972501,6.0725,10.937084,13.059414,2.8118896,7.683708,0.0,23.3
479,2023-04-25 05:00:00,14.9725,5.3225,10.093333,11.37815,2.2488832,7.0277405,0.3,20.71
480,2023-04-26 05:00:00,13.6725,5.9225,9.766251,11.586447,3.4236584,7.1920133,0.9,18.35
481,2023-04-27 05:00:00,13.2725,7.1225,10.385001,10.906673,5.0281515,8.261872,0.70000005,15.64
482,2023-04-28 05:00:00,12.8225,6.5725,9.637084,8.732187,4.26441,6.2923627,9.8,9.23
483,2023-04-29 05:00:00,12.0225,8.5725,10.59125,10.113558,4.314766,7.431589,55.8,3.99
484,2023-04-30 05:00:00,14.6725,10.2725,12.64125,13.70793,7.2417307,10.9575815,22.400002,5.26
485,2023-05-01 05:00:00,15.4725,7.3225,12.272499,12.942488,2.2455635,7.7706246,1.6000001,22.51
486,2023-05-02 05:00:00,13.2225,8.1725,10.107917,8.322799,4.825637,6.4829464,0.8,17.67
487,2023-05-03 05:00:00,12.3225,5.5225,9.182916,9.1644535,2.6498375,6.309677,0.70000005,17.95
488,2023-05-04 05:00:00,14.2225,6.1225,10.060001,11.777321,2.9567447,7.618939,1.9000001,17.13
489,2023-05-05 05:00:00,16.922499,6.6725,11.339168,15.93807,4.633993,9.722173,3.3,22.17
490,2023-05-06 05:00:00,20.822498,6.3725,14.14125,18.597223,4.2591095,11.975371,0.0,22.8
491,2023-05-07 05:00:00,23.572498,9.0725,16.2475,23.011988,6.4664526,14.556952,0.0,26.27
492,2023-05-08 05:00:00,23.4725,12.6225,17.899584,21.546635,11.131867,16.186596,0.0,26.13
493,2023-05-09 05:00:00,19.072498,9.5225,13.7370825,18.890186,7.01274,11.189407,0.0,23.19
494,2023-05-10 05:00:00,20.9725,6.9225,14.220417,20.040928,4.75978,12.549975,0.0,28.45
495,2023-05-11 05:00:00,25.172499,9.3225,17.676668,25.570877,7.509245,16.219595,0.0,27.99
496,2023-05-12 05:00:00,29.322498,12.7725,21.076664,28.49002,11.298466,20.352425,0.0,24.4
497,2023-05-13 05:00:00,27.172499,16.2225,21.607912,26.336142,12.712704,19.965109,0.0,15.57
498,2023-05-14 05:00:00,22.672499,12.3725,17.253748,20.59119,8.750086,14.230415,0.0,28.2
499,2023-05-15 05:00:00,25.1225,9.4725,17.372503,22.513126,6.531254,14.093849,0.0,29.52
500,2023-05-16 05:00:00,27.5225,12.5725,20.168333,22.971016,9.624476,16.840744,0.0,27.75
501,2023-05-17 05:00:00,17.322498,9.5225,14.503749,14.571627,5.723442,10.090999,0.0,29.49
502,2023-05-18 05:00:00,14.0225,6.6225,10.935,12.064724,3.1585932,7.7001624,0.0,29.56
503,2023-05-19 05:00:00,19.322498,10.2725,14.739167,17.128134,8.76475,12.129059,0.0,22.71
504,2023-05-20 05:00:00,17.3725,13.3725,15.712083,19.316452,11.983744,15.803825,26.9,5.78
505,2023-05-21 05:00:00,21.6225,12.7725,16.997498,19.177168,9.920919,14.746383,0.6,19.59
506,2023-05-22 05:00:00,22.7725,12.0725,16.512081,23.105265,10.829811,15.446368,0.2,23.94
507,2023-05-23 05:00:00,19.2225,10.5725,14.241249,19.811396,9.121592,12.919492,0.0,27.35
508,2023-05-24 05:00:00,21.672499,9.6725,15.520413,21.51586,8.0915785,13.959011,0.7,26.49
509,2023-05-25 05:00:00,18.9725,9.8725,14.391248,16.469585,5.270136,11.031884,0.0,29.74
510,2023-05-26 05:00:00,22.0225,9.8225,15.953748,19.680067,8.026332,13.993733,0.0,29.75
511,2023-05-27 05:00:00,24.1225,9.6725,16.947498,24.406155,7.3346367,15.264911,0.0,29.18
512,2023-05-28 05:00:00,23.422499,11.4225,17.576666,22.830772,9.924236,15.90801,0.0,28.98
513,2023-05-29 05:00:00,24.4725,13.5725,18.216251,25.108072,11.9526825,16.40216,0.0,28.91
514,2023-05-30 05:00:00,20.1225,11.5225,15.3204155,21.231087,9.508843,13.908496,0.0,29.84
515,2023-05-31 05:00:00,22.3725,10.5225,16.003748,23.403456,9.582098,15.620937,0.0,29.9
516,2023-06-01 05:00:00,27.172499,12.0725,19.37458,28.85521,12.119246,19.851671,0.0,29.24
517,2023-06-02 05:00:00,30.5225,14.9225,22.170416,33.155582,14.142773,22.67276,0.0,27.11
518,2023-06-03 05:00:00,19.922499,13.2225,17.926664,19.996626,9.70379,16.311855,3.5,12.57
519,2023-06-04 05:00:00,21.2225,10.2225,15.314166,16.745434,8.145343,12.326581,0.1,17.81
520,2023-06-05 05:00:00,23.7725,11.3225,17.77458,21.437643,9.784416,15.430538,0.0,18.57
521,2023-06-06 05:00:00,25.572498,14.3725,19.293333,24.449144,12.009321,16.7352,0.2,25.94
522,2023-06-07 05:00:00,24.8725,13.0225,18.516249,22.120077,10.58145,15.58627,0.0,29.08
523,2023-06-08 05:00:00,22.172499,10.4725,16.549582,19.758307,8.636246,14.943631,0.0,25.04
524,2023-06-09 05:00:00,22.6225,11.4725,16.737082,21.641739,10.402629,15.65021,0.9,22.83
525,2023-06-10 05:00:00,26.1225,12.0725,18.964165,24.568563,11.050022,17.890053,0.2,25.29
526,2023-06-11 05:00:00,26.922499,16.172499,21.164165,27.909435,15.528515,20.990828,0.0,21.62
527,2023-06-12 05:00:00,23.7725,19.0225,20.726664,24.014235,18.866371,20.838202,8.5,16.79
528,2023-06-13 05:00:00,26.172499,15.9225,20.607914,25.252554,15.072941,19.479527,0.0,26.07
529,2023-06-14 05:00:00,24.4725,14.6225,18.278748,24.546978,13.787304,17.259588,9.5,16.91
530,2023-06-15 05:00:00,25.9725,14.7725,20.272501,23.94654,12.890009,18.723925,0.0,21.96
531,2023-06-16 05:00:00,25.6225,14.9225,18.966248,25.027496,15.115929,19.142239,10.799999,16.31
532,2023-06-17 05:00:00,25.2225,14.5725,19.816248,22.419641,13.698715,18.005377,0.1,26.27
533,2023-06-18 05:00:00,26.2725,15.5225,21.23083,24.510519,13.58909,19.8193,0.0,19.14
534,2023-06-19 05:00:00,25.0225,16.072498,20.280828,27.487726,15.7928505,20.675348,1.4000001,25.53
535,2023-06-20 05:00:00,23.2725,16.2225,19.21833,23.274107,15.682573,18.70361,0.0,20.02
536,2023-06-21 05:00:00,22.672499,15.2725,18.555834,20.230251,13.86598,16.662256,0.3,18.63
537,2023-06-22 05:00:00,20.822498,15.2225,18.001669,21.482595,12.741905,16.504122,0.3,10.07
538,2023-06-23 05:00:00,22.672499,16.822498,19.657915,23.216335,17.783537,20.593138,15.6,10.6
539,2023-06-24 05:00:00,25.4725,19.0225,21.476667,28.234547,20.352327,23.874304,18.0,17.71
540,2023-06-25 05:00:00,28.322498,18.422499,22.735,32.655666,20.236923,25.668617,1.9000001,23.44
541,2023-06-26 05:00:00,25.322498,18.8725,21.56,28.49247,20.573395,23.623535,4.6,17.97
542,2023-06-27 05:00:00,26.1225,19.172499,21.53083,28.844852,20.752249,23.97934,18.7,14.77
543,2023-06-28 05:00:00,28.422499,18.672499,22.607912,30.725891,19.629797,24.840048,2.1,21.79
544,2023-06-29 05:00:00,28.422499,16.0225,22.126665,28.46315,16.528683,22.89377,0.0,22.02
545,2023-06-30 05:00:00,29.0225,16.8725,22.81208,30.802334,18.357038,24.310472,0.0,25.39
546,2023-07-01 05:00:00,26.672499,17.4725,22.353746,27.295914,18.505096,22.922363,0.1,25.63
547,2023-07-02 05:00:00,31.0225,20.1225,24.362082,34.323547,21.716234,27.112411,16.000002,19.22
548,2023-07-03 05:00:00,30.922499,22.1225,25.31833,34.76138,24.973377,28.889147,17.800001,20.75
549,2023-07-04 05:00:00,29.172499,21.072498,24.534998,34.183353,24.414734,28.383612,5.4,19.32
550,2023-07-05 05:00:00,32.0725,20.822498,26.032919,37.256073,24.459753,30.012094,0.0,26.43
551,2023-07-06 05:00:00,31.072498,21.2725,25.71833,34.376358,24.336,28.852484,0.0,27.84
552,2023-07-07 05:00:00,29.4725,21.6225,25.045418,34.258736,25.316792,28.896204,0.6,22.3
553,2023-07-08 05:00:00,29.3725,21.6225,25.143335,34.61517,25.081333,29.162752,4.4,20.59
554,2023-07-09 05:00:00,26.7225,21.322498,23.001663,29.37022,23.73478,26.23665,18.600002,11.0
555,2023-07-10 05:00:00,28.4725,20.6225,24.032915,29.4318,22.138777,26.40087,1.2,19.99
556,2023-07-11 05:00:00,31.5225,16.8725,24.65167,33.982994,17.150509,26.376997,0.0,27.44
557,2023-07-12 05:00:00,32.8225,19.422499,26.551666,34.994854,20.896372,28.640501,0.0,27.0
558,2023-07-13 05:00:00,31.672499,21.072498,26.70375,32.67241,22.910566,28.769396,0.2,23.11
559,2023-07-14 05:00:00,28.0225,21.1225,24.134996,32.484344,24.386768,27.558107,36.7,18.46
560,2023-07-15 05:00:00,29.2725,20.2225,24.641249,35.755985,23.245293,28.826988,7.9,19.96
561,2023-07-16 05:00:00,25.7725,21.6225,23.643332,30.10027,24.10286,27.298346,41.399998,6.61
562,2023-07-17 05:00:00,31.572498,19.822498,25.412079,34.929214,22.369625,28.80622,0.1,25.7
563,2023-07-18 05:00:00,29.422499,21.172499,24.655832,33.445797,24.221659,27.903269,8.299999,23.03
564,2023-07-19 05:00:00,27.322498,18.572498,22.705832,30.90092,19.983692,25.565697,3.8000002,16.64
565,2023-07-20 05:00:00,28.322498,19.7725,23.966248,31.905174,22.4942,26.562965,0.5,24.54
566,2023-07-21 05:00:00,29.322498,21.6225,24.099585,32.074234,23.20691,26.989212,3.5,22.08
567,2023-07-22 05:00:00,28.2225,18.322498,23.237082,29.554676,18.420961,24.021059,0.0,26.26
568,2023-07-23 05:00:00,29.8725,17.1225,23.799582,31.63995,17.796314,24.938833,0.5,25.03
569,2023-07-24 05:00:00,28.5225,18.3725,24.076662,30.755775,18.955133,25.41507,1.9,23.34
570,2023-07-25 05:00:00,28.4725,19.0225,22.845415,32.661568,21.35513,26.036789,9.0,18.33
571,2023-07-26 05:00:00,29.8725,16.8725,23.85583,33.18982,17.862457,25.820236,0.4,25.36
572,2023-07-27 05:00:00,33.6725,22.072498,27.032913,35.85115,24.180576,29.978888,0.7,22.79
573,2023-07-28 05:00:00,34.0225,21.172499,27.482916,36.873764,24.538532,31.203997,0.0,25.41
574,2023-07-29 05:00:00,33.6725,21.6225,27.46,35.441833,20.428043,29.573427,4.3,22.42
575,2023-07-30 05:00:00,26.072498,17.4725,21.657919,24.915514,16.451231,20.708248,0.0,21.69
576,2023-07-31 05:00:00,29.2725,15.3225,22.509996,29.838535,15.0635395,22.613802,0.0,24.24
577,2023-08-01 05:00:00,26.822498,16.822498,21.674582,24.97255,16.13529,20.613192,0.0,22.37
578,2023-08-02 05:00:00,27.5225,14.3225,20.75583,26.464602,13.673792,20.119526,0.0,22.0
579,2023-08-03 05:00:00,26.1225,15.3725,21.40375,25.662622,15.184835,20.526773,0.90000004,21.4
580,2023-08-04 05:00:00,27.2725,18.2225,22.86833,27.111528,19.395245,23.324907,0.90000004,16.8
581,2023-08-05 05:00:00,30.5225,18.072498,24.328749,31.675877,20.191578,25.785997,0.2,22.1
582,2023-08-06 05:00:00,29.672499,17.922499,24.001663,30.70351,18.218254,24.505524,0.0,23.12
583,2023-08-07 05:00:00,27.5225,21.822498,23.978745,28.971092,23.84522,25.92193,37.9,14.38
584,2023-08-08 05:00:00,26.922499,21.3725,23.589165,28.027962,20.431122,24.185003,15.200002,17.92
585,2023-08-09 05:00:00,29.2725,19.5225,24.143333,28.546555,18.341557,23.309298,0.1,24.15
586,2023-08-10 05:00:00,25.2725,18.572498,21.72875,28.006268,20.106611,23.93538,11.9,8.87
587,2023-08-11 05:00:00,28.9725,17.922499,23.170416,29.144497,19.016438,24.143684,0.1,24.33
588,2023-08-12 05:00:00,27.922499,16.922499,22.576666,30.867859,18.17743,24.6289,8.6,19.61
589,2023-08-13 05:00:00,30.4725,21.322498,25.13083,32.07375,23.313856,27.523973,2.9,22.87
590,2023-08-14 05:00:00,30.672499,18.5225,24.399582,32.235737,20.239754,26.327135,1.3,20.94
591,2023-08-15 05:00:00,26.822498,21.0225,23.672499,29.625866,23.187246,26.313143,20.300003,15.04
592,2023-08-16 05:00:00,26.3725,20.322498,22.691248,30.34277,22.340456,25.68918,3.9999998,17.4
593,2023-08-17 05:00:00,25.4725,20.1225,22.76208,28.357521,22.995895,25.378952,5.8999996,16.53
594,2023-08-18 05:00:00,26.7225,18.422499,23.366247,27.187243,17.193035,23.864775,3.1,22.07
595,2023-08-19 05:00:00,26.172499,15.1725,20.484999,24.436127,14.434277,19.151413,0.0,20.61
596,2023-08-20 05:00:00,29.672499,14.9725,22.514166,29.972435,15.313501,23.190348,0.0,24.58
597,2023-08-21 05:00:00,30.8725,18.2225,24.93708,33.98065,19.3037,26.918863,0.1,19.71
598,2023-08-22 05:00:00,25.8725,17.7225,21.714165,25.51958,15.514986,20.55559,0.0,23.63
599,2023-08-23 05:00:00,25.322498,15.7725,20.257915,26.237514,15.301868,20.278402,0.0,21.74
600,2023-08-24 05:00:00,24.2225,19.322498,21.157915,23.000303,19.994963,21.622215,2.1999998,7.04
601,2023-08-25 05:00:00,27.7725,20.7725,23.293333,30.608807,21.650988,25.596899,11.100001,12.5
602,2023-08-26 05:00:00,29.9725,19.672499,24.441248,32.783596,22.486837,27.22906,0.4,19.88
603,2023-08-27 05:00:00,28.1225,18.2225,22.926664,29.954895,18.781141,24.40293,0.5,22.17
604,2023-08-28 05:00:00,24.7725,18.672499,21.401665,25.570873,21.101435,22.996529,1.1,13.17
605,2023-08-29 05:00:00,27.422499,17.5225,22.457914,29.8074,19.19238,24.756266,1.6000001,16.55
606,2023-08-30 05:00:00,29.3725,19.7225,24.057917,29.816017,18.371948,25.250902,0.7,18.54
607,2023-08-31 05:00:00,24.922499,16.922499,20.21625,22.86949,14.868122,18.290308,0.0,23.62
608,2023-09-01 05:00:00,24.2225,13.4725,18.6225,23.575506,11.674332,17.587221,0.0,23.67
609,2023-09-02 05:00:00,26.7225,12.7225,19.643333,26.967552,11.901155,19.430285,0.0,22.91
610,2023-09-03 05:00:00,32.122498,17.7725,25.13708,33.46243,18.20108,26.302656,0.3,21.4
611,2023-09-04 05:00:00,33.622498,19.6225,26.766249,35.744015,22.047276,28.937063,1.2,19.46
612,2023-09-05 05:00:00,35.122498,21.8725,27.945414,37.66809,24.458273,31.279821,0.0,20.06
613,2023-09-06 05:00:00,35.6725,22.7225,28.693335,37.878345,26.158255,31.934776,0.0,21.71
614,2023-09-07 05:00:00,35.0225,21.322498,27.37458,38.141716,24.169878,30.116274,3.8,17.68
615,2023-09-08 05:00:00,31.4725,20.172499,24.889168,36.468285,23.540823,28.582499,14.299999,15.86
616,2023-09-09 05:00:00,29.0225,20.2225,23.470415,33.155632,22.79261,26.914404,8.5,11.99
617,2023-09-10 05:00:00,24.322498,19.3725,21.682917,27.091614,22.544724,24.79704,18.1,7.25
618,2023-09-11 05:00:00,27.422499,19.672499,22.647497,31.128815,22.314861,25.877401,2.8,16.07
619,2023-09-12 05:00:00,28.7225,18.8725,22.86,30.136414,20.672592,25.05762,0.2,18.31
620,2023-09-13 05:00:00,26.422499,19.2225,22.001663,28.813454,21.606434,24.60909,17.100002,11.83
621,2023-09-14 05:00:00,24.7725,16.2725,19.96,23.927483,13.52183,19.065996,0.0,20.97
622,2023-09-15 05:00:00,21.2225,13.4225,17.070414,18.779404,10.28378,14.231778,0.0,18.62
623,2023-09-16 05:00:00,24.2225,14.9725,18.762083,21.176453,12.064896,16.378214,0.0,17.2
624,2023-09-17 05:00:00,24.0225,11.5725,18.239164,24.481848,9.871664,17.982286,0.5,15.62
625,2023-09-18 05:00:00,21.2725,15.972501,18.605831,21.423012,14.678682,19.597347,13.900002,5.1
626,2023-09-19 05:00:00,23.2225,12.8725,17.56625,20.937521,11.977083,16.067217,0.0,20.05
627,2023-09-20 05:00:00,23.2725,11.4725,17.04125,21.509241,10.314938,16.05991,0.0,19.14
628,2023-09-21 05:00:00,22.572498,11.3225,16.632914,22.624405,9.77652,15.925133,0.0,19.76
629,2023-09-22 05:00:00,22.172499,12.7725,17.047499,20.194712,12.19368,15.532989,0.0,15.46
630,2023-09-23 05:00:00,16.2225,13.3725,14.918334,13.453917,9.877808,12.114109,42.29999,3.89
631,2023-09-24 05:00:00,19.572498,15.7725,17.016249,17.415804,12.803936,15.148182,17.5,3.45
632,2023-09-25 05:00:00,17.072498,14.1225,15.787082,16.718012,11.691532,13.984929,17.400005,3.12
633,2023-09-26 05:00:00,16.7725,12.4725,14.920415,14.372887,10.24255,12.604274,8.4,5.77
634,2023-09-27 05:00:00,17.5225,9.1225,13.453751,14.868273,5.739045,10.916096,0.0,15.39
635,2023-09-28 05:00:00,18.5225,10.4725,14.191247,17.13513,8.163073,12.662444,0.2,6.44
636,2023-09-29 05:00:00,16.922499,12.9725,14.924583,15.168411,10.688073,13.2393875,69.799995,4.86
637,2023-09-30 05:00:00,21.4725,12.7725,16.141253,20.644983,11.029865,15.15173,1.0,11.73
638,2023-10-01 05:00:00,24.822498,13.9225,18.797499,23.990614,12.654572,18.330301,0.0,17.96
639,2023-10-02 05:00:00,25.172499,14.5725,19.501665,25.406733,14.984148,19.68447,0.0,15.82
640,2023-10-03 05:00:00,27.172499,12.8725,19.139166,29.006645,13.106897,20.473478,0.0,17.11
641,2023-10-04 05:00:00,27.572498,14.6225,19.77875,31.264652,15.335655,21.314556,0.0,16.92
642,2023-10-05 05:00:00,23.822498,12.8225,17.7475,24.199175,12.428122,18.364592,0.0,16.8
643,2023-10-06 05:00:00,22.2225,17.422499,19.63083,23.654488,18.809593,21.1144,3.1000001,7.63
644,2023-10-07 05:00:00,20.422499,11.4725,16.591248,22.5096,8.062522,16.164862,59.900005,6.23
645,2023-10-08 05:00:00,16.672499,9.1725,12.605834,12.31411,5.4678802,8.584634,0.0,14.88
646,2023-10-09 05:00:00,15.4225,7.0725,11.218333,11.172644,3.5232935,8.026637,0.1,13.23
647,2023-10-10 05:00:00,17.7725,7.6225,13.157916,14.29063,5.8619957,11.037365,0.0,13.39
648,2023-10-11 05:00:00,20.4725,7.9224997,13.799583,17.662052,6.187584,12.284434,0.0,16.49
649,2023-10-12 05:00:00,20.822498,6.9725,13.649583,19.408092,5.064559,12.177321,0.0,15.57
650,2023-10-13 05:00:00,17.422499,8.5225,12.507916,14.4157715,6.222747,10.120673,0.0,16.38
651,2023-10-14 05:00:00,11.6725,9.1725,10.27875,10.109556,6.617573,8.223907,15.4,2.07
652,2023-10-15 05:00:00,16.422499,8.7725,11.832915,11.9927845,5.548855,8.080125,0.90000004,13.58
653,2023-10-16 05:00:00,17.4725,6.8225,11.447501,14.668768,4.2874813,9.122886,0.2,13.72
654,2023-10-17 05:00:00,16.6225,7.9725,11.887084,14.610483,5.832322,10.061027,0.6,12.31
655,2023-10-18 05:00:00,17.0225,6.6225,11.980832,16.1779,5.082844,10.738925,0.3,11.37
656,2023-10-19 05:00:00,17.822498,6.9725,12.6537485,15.702232,4.9588337,10.784275,0.0,13.74
657,2023-10-20 05:00:00,17.072498,12.5725,15.057915,16.416674,11.436718,14.260482,27.199999,3.75
658,2023-10-21 05:00:00,17.5225,12.1725,14.245415,14.867853,8.181997,12.140756,5.9,5.36
659,2023-10-22 05:00:00,13.6725,8.3725,11.093333,8.616713,3.3499346,6.519581,0.0,10.68
660,2023-10-23 05:00:00,15.8725,6.3225,10.268333,13.166456,2.9764786,6.966768,0.0,14.28
661,2023-10-24 05:00:00,17.5225,4.0725,10.545416,15.274097,1.5759697,8.588102,0.0,13.04
662,2023-10-25 05:00:00,21.822498,7.5225,14.280831,20.346004,5.128066,12.19455,0.0,13.21
663,2023-10-26 05:00:00,25.7225,9.1225,16.795416,25.273075,7.1937304,15.58569,0.0,13.46
664,2023-10-27 05:00:00,24.422499,12.2225,17.364168,24.17397,10.522663,16.520708,0.0,8.19
665,2023-10-28 05:00:00,26.822498,16.0225,20.339167,26.282333,13.440634,20.02763,0.0,12.38
666,2023-10-29 05:00:00,14.8725,10.4225,12.324581,11.679072,8.485173,9.98416,7.6,3.46
667,2023-10-30 05:00:00,18.922499,10.0225,13.576667,18.243484,6.196842,12.114854,1.3000001,5.77
668,2023-10-31 05:00:00,10.3725,6.4725,8.841249,7.728492,3.1946912,5.6424317,0.2,9.03
669,2023-11-01 05:00:00,9.5225,2.5725,6.2766666,4.712779,-1.6923976,2.280369,3.5000002,8.4
670,2023-11-02 05:00:00,9.4725,-0.47750002,4.1704173,5.355337,-3.9332056,0.47907624,0.0,12.71
671,2023-11-03 05:00:00,12.9225,0.072500005,6.3849998,8.378544,-3.6270504,2.793316,0.0,12.64
672,2023-11-04 05:00:00,14.7725,3.4225001,8.49125,12.128,0.39687252,5.886844,0.0,8.92
673,2023-11-05 05:00:00,16.822498,4.2725,10.130834,14.576647,1.5451407,7.763823,0.0,8.08
674,2023-11-06 05:00:00,11.8725,3.7225,7.964168,9.7226715,0.29374838,5.145515,0.1,10.99
675,2023-11-07 05:00:00,20.072498,10.6225,13.7579155,17.70439,7.3041973,11.480481,5.7,7.03
676,2023-11-08 05:00:00,9.7225,3.7225,6.9579167,6.0210257,0.060759544,2.8818128,0.0,11.93
677,2023-11-09 05:00:00,15.0725,2.5225,9.164166,14.006868,-0.901,7.071909,0.4,4.97
678,2023-11-10 05:00:00,10.5225,5.1725,7.8120837,7.485444,1.6091528,4.6944833,0.3,2.38
679,2023-11-11 05:00:00,12.0225,2.9225001,6.945416,7.3185024,-0.5815878,3.2368624,0.0,9.9
680,2023-11-12 05:00:00,6.9225,-0.3775,2.6016667,3.3904757,-4.8685646,-1.2591583,0.0,10.45
681,2023-11-13 05:00:00,8.7225,-2.3274999,2.9995832,4.627902,-5.8179417,-0.545285,0.0,10.4
682,2023-11-14 05:00:00,10.9725,1.9225001,5.9162507,5.357607,-1.4577332,1.701777,0.0,8.94
683,2023-11-15 05:00:00,10.6225,-1.3275,4.8725,6.8590765,-4.939165,1.5840364,0.0,9.81
684,2023-11-16 05:00:00,17.6225,1.6725,8.589168,14.772936,-1.5270629,5.8254304,0.0,10.76
685,2023-11-17 05:00:00,19.322498,4.1225,11.6475,16.51413,1.052793,9.355006,0.0,9.11
686,2023-11-18 05:00:00,12.7725,2.6225,9.389168,11.833868,-1.3020141,5.7197747,1.2,8.84
687,2023-11-19 05:00:00,12.2225,0.8725,5.943334,7.113325,-2.8857684,1.7819281,0.0,10.49
688,2023-11-20 05:00:00,6.9225,-1.1274999,2.7933333,2.7517948,-4.8250985,-1.5518705,0.0,10.71
689,2023-11-21 05:00:00,8.8725,-1.4775,3.9704163,3.9807577,-6.245355,-0.8673218,10.5,3.7
690,2023-11-22 05:00:00,14.2225,8.0225,10.997501,11.213151,3.4983506,7.9237647,22.099998,7.92
